subset,erroRelativo,erroAbsoluto,erroAbsolutoMedio
subset5,0.9989058518728532,138.37438716337905,1.6671612911250488
subset4,0.9990295208185638,130.1637628903339,1.5682381071124567
subset3,0.9998123826816031,64.07201729030704,0.771952015545868
subset2,0.9998938888752678,46.430803003051125,0.5594072650970014
subset1,0.9999746414728219,26.955289559552433,0.32476252481388473
subsetCompleto,0.999983752328716,22.979001966038005,0.27685544537395185
