Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
rob,pyra-and-mythra,56.48,43.52
rob,kazuya,50.77,49.23
toon-link,isabelle,51.04,48.96
toon-link,incineroar,51.4,48.6
toon-link,piranha-plant,55.35,44.65
toon-link,joker,57.52,42.48
toon-link,hero,49.32,50.68
toon-link,banjo-and-kazooie,47.87,52.13
toon-link,terry,49.4,50.6
toon-link,byleth,56.57,43.43
toon-link,min-min,41.68,58.32
toon-link,steve,40.9,59.1
toon-link,sephiroth,52.7,47.3
toon-link,pyra-and-mythra,51.11,48.89
toon-link,kazuya,45.92,54.08
toon-link,sora,53.2,46.8
wolf,villager,46.2,53.8
wolf,mega-man,48.43,51.57
wolf,wii-fit-trainer,43.36,56.64
wolf,rosalina,50.11,49.89
wolf,little-mac,45.49,54.51
wolf,greninja,52.38,47.62
wolf,palutena,46.51,53.49
wolf,pac-man,44.73,55.27
wolf,robin,45.38,54.62
wolf,shulk,45.12,54.88
wolf,bowser-jr,42.71,57.29
wolf,duck-hunt,43.92,56.08
