name,forca,percentage,color
mario,-0.07196528366108147,46.407755796746194,#C00000
donkey-kong,-0.00885697631167049,49.557140623259734,#814E1D
link,-0.034240523711304004,48.2885570673085,#0A7C46
samus,8.847089727481716e-17,50.000000000000014,#e89410
dark-samus,1.3877787807814457e-17,50.0,#573d71
yoshi,-1.3877787807814457e-16,49.99999999999999,#6ba57a
kirby,2.1033522146218786e-16,50.000000000000014,#c27ba0
fox,-4.85722573273506e-17,49.99999999999999,#cf9f55
pikachu,-0.0544405237113037,47.280524085275886,#7f6000
luigi,0.084759476288696,54.22806450452205,#7ee051
ness,-0.013240523711304554,49.337979403142946,#e75050
captain-falcon,-0.08844052371130393,45.58924776861937,#d0be22
jigglypuff,-0.18524052371130398,40.84203130040612,#e521e5
peach,0.021359476288696194,51.067864805492455,#e89ce8
daisy,5.551115123125783e-17,50.000000000000014,#e8d39c
bowser,-1.942890293094024e-16,49.999999999999986,#8a6658
ice-climbers,0.028856141645727196,51.44247883189112,#7695b2
sheik,-0.16588092513238056,41.78079647345501,#8948d2
zelda,0.05123231615427029,52.55950470288353,#522f79
dr-mario,0.02669955541397638,51.33472734224947,#d2291e
pichu,0.01586479290937419,50.793212753569506,#ffd966
falco,-0.08080676721121445,45.968232138334294,#a29f9f
marth,-0.16854548087050303,41.651219368424755,#68b3ca
lucina,-0.19012394956184764,40.60625228663871,#a9c3cc
young-link,7.632783294297951e-17,50.000000000000014,#82e555
ganondorf,9.71445146547012e-17,50.000000000000014,#3e1a52
mewtwo,-0.058308812530956544,47.087713694648556,#aa75c7
roy,-0.1419629171855759,42.948809091253864,#c85816
chrom,-0.10555039141509855,44.74173127108194,#2b16c8
mr-game-and-watch,0.13851907486761983,56.88233351818638,#4c4444
meta-knight,-0.04534384617179781,47.73424711883412,#9f7b9d
pit,-0.11726968825063258,44.16295793540167,#dbd825
dark-pit,-0.11096486811725857,44.474143180645434,#43470c
zero-suit-samus,-0.04414505563653815,47.79406977459589,#5464f0
wario,-0.015164943280747516,49.24177305306732,#e5dc4a
snake,0.1596996270008562,57.91817311406763,#57724a
ike,0.08060630816541517,54.021809420488424,#729abf
pokemon-trainer,-0.02451155643815038,48.77460632611682,#e82727
diddy-kong,-0.05109693121774189,47.44724718996394,#a46418
lucas,-0.025540631143235973,48.723182239836646,#b0ac62
sonic,0.06089276932589591,53.04103260662952,#233f85
king-dedede,0.06612594834791406,53.30165134149675,#d7a5a5
olimar,-0.02756171440630765,48.622194275117764,#baafaf
lucario,6.938893903907228e-17,50.000000000000014,#5b8dba
rob,0.14684938236731038,57.290500285999066,#bcbcbc
toon-link,-0.020076295747923814,48.9962698854267,#65ff6b
wolf,-0.05207282628538208,47.39857963292684,#66588a
villager,-0.013402677547310882,49.329872744853255,#ea9999
mega-man,-0.006832495480927292,49.65836346143556,#2986cc
wii-fit-trainer,0.11436750451907272,55.693855218399655,#d1d8df
rosalina,-0.045632495480927245,47.71984375845432,#9fc5e8
little-mac,-0.00681196946446988,49.659389765800796,#9fe8c2
greninja,0.021325686821364237,51.066176017099,#004bcc
palutena,0.0038264140549400354,50.19132933491039,#037412
pac-man,0.04301252943430399,52.14940850973281,#d6e700
robin,0.09438197634194495,54.70536992173785,#8e7cc3
shulk,0.009048643008611443,50.452442422519425,#c52626
bowser-jr,0.09420780863823383,54.69673808681173,#8fce00
duck-hunt,0.08120780863823361,54.05168990397169,#ffd966
ryu,0.25648844356184997,62.551007479741806,#894141
ken,0.28208844356185014,63.742495894520545,#ca5d5d
cloud,-2.7755575615628914e-17,49.99999999999999,#676767
corrin,-1.3877787807814457e-17,50.0,#cacaca
bayonetta,2.7755575615628914e-17,50.0,#20124d
inkling,-2.7755575615628914e-17,49.99999999999999,#eab11f
ridley,-0.021080925132379996,48.9460571780169,#720564
simon,0.0257260355234306,51.2860823532495,#714b0f
richter,0.1616125091313712,58.01139487078692,#134f5c
king-k-rool,-0.015750061921453312,49.2125226492526,#057218
isabelle,-0.012387085649594926,49.38064643049793,#f2ff4f
incineroar,0.02911695969748275,51.45550943371422,#d86448
piranha-plant,-0.04091347292193267,47.95536490358109,#5caa46
joker,-0.164250248224023,41.8601522704531,#c70000
hero,-0.035795967453631505,48.210876313847514,#c425cc
banjo-and-kazooie,0.03295403254636863,51.6471877314122,#a2cc25
terry,0.10763204466851958,55.361182729807524,#e5b1b1
byleth,-0.1485197613770651,42.62777231819293,#33dbb9
min-min,0.1370050580183763,56.80804781131824,#bf9000
steve,0.1720766677384665,58.52032406738441,#85afb7
sephiroth,-0.11905946990244637,44.07470256979833,#999999
pyra-and-mythra,-0.06460255302485386,46.774197660574195,#c069a5
kazuya,0.11387687338872717,55.66963922519865,#5e5e5e
sora,-0.06502864535531794,46.752981244439844,#cc6756
